Player,Assister,Make,AvgPoints,Age,AvgBLK,AvgSTL,AvgAST,Avg3points,Team
MarcusMorris,Daniel Theis,5,9.8,26,0.45,0.45,1.25,0.3815,BOS
GordonHayward,Guerschon Yabusele,1,6.9,23,0.25,0.55,1.9,0.327,BOS
DanielTheis,Semi Ojeleye,1,4.5,24,0.35,0.25,0.7,0.3515,BOS
SemiOjeleye,Jaylen Brown,5,8.15,22,0.25,0.55,0.9,0.3295,BOS
BradWanamaker,Semi Ojeleye,2,3.6,24,0.1,0.25,1,0.3625,BOS
GordonHayward,Brad Wanamaker,6,7.7,29,0.2,0.6,2.5,0.3715,BOS
BradWanamaker,Gordon Hayward,2,7.7,28,0.2,0.6,2.5,0.3715,BOS
BradWanamaker,Marcus Smart,2,6.4,24,0.25,1.05,2.8,0.387,BOS
MarcusSmart,Robert Williams,1,5.7,21,0.85,1.05,2.1,,BOS
JaylenBrown,Semi Ojeleye,6,8.15,24,0.25,0.55,0.9,0.3295,BOS
GordonHayward,Semi Ojeleye,1,7.4,24,0.2,0.55,1.9,0.324,BOS
GuerschonYabusele,Terry Rozier,5,5.65,24,0.25,0.55,1.65,0.337,BOS
GuerschonYabusele,Semi Ojeleye,3,2.8,24,0.15,0.2,0.4,0.318,BOS
KyrieIrving,Robert Williams,1,13.15,21,0.9,0.9,3.55,,BOS
GuerschonYabusele,Gordon Hayward,2,6.9,28,0.25,0.55,1.9,0.327,BOS
BradWanamaker,Jayson Tatum,1,9.8,20,0.4,0.7,1.85,0.3915,BOS
JaylenBrown,Guerschon Yabusele,1,7.65,23,0.3,0.55,0.9,0.3325,BOS
MarcusMorris,Brad Wanamaker,1,8.9,29,0.2,0.45,1.55,0.3925,BOS
TerryRozier,PJ Dozier,1,6.1,22,0.15,0.6,1.85,0.3015,BOS
GuerschonYabusele,Jaylen Brown,1,7.65,22,0.3,0.55,0.9,0.3325,BOS
PJDozier,Guerschon Yabusele,1,2.75,23,0.1,0.25,0.6,0.2855,BOS
SemiOjeleye,R.J. Hunter,2,10.15,25,0.05,0.6,1.7,0.3575,BOS
R.J.Hunter,Brad Wanamaker,3,10.45,29,0.05,0.65,2.3,0.405,BOS
BradWanamaker,Robert Williams,1,3.2,21,0.7,0.3,0.9,,BOS
SemiOjeleye,PJ Dozier,3,3.25,22,0.05,0.25,0.6,0.2825,BOS
BradWanamaker,PJ Dozier,1,3.55,22,0.05,0.3,1.2,0.33,BOS
R.J.Hunter,Daniel Theis,1,11.35,26,0.3,0.65,2,0.394,BOS
BradWanamaker,Kyrie Irving,1,13.85,26,0.3,0.9,4.25,0.4055,BOS
TerryRozier,R.J. Hunter,1,13,25,0.15,0.95,2.95,0.3765,BOS
GuerschonYabusele,Daniel Theis,1,4,26,0.4,0.25,0.7,0.3545,BOS
JaysonTatum,Guerschon Yabusele,2,9,23,0.45,0.65,1.25,0.347,BOS
MarcusMorris,Robert Williams,1,8.2,21,0.8,0.45,0.85,,BOS
GuerschonYabusele,Robert Williams,1,2.4,21,0.75,0.25,0.3,,BOS
KyrieIrving,Guerschon Yabusele,2,13.05,23,0.35,0.85,3.65,0.361,BOS
DanielTheis,Al Horford,1,9.65,32,0.95,0.6,2.6,0.374,BOS
JarrettAllen,Joe Harris,48,12.3,27,0.85,0.5,1.9,0.3035,BRK
JarrettAllen,D'Angelo Russell,104,16,22,0.85,0.85,4.2,0.251,BRK
JarrettAllen,Rondae Hollis-Jefferson,7,9.9,24,1,0.6,1.5,0.1585,BRK
EdDavis,Allen Crabbe,5,7.7,26,0.35,0.45,0.95,0.189,BRK
SpencerDinwiddie,Shabazz Napier,16,13.1,27,0.3,0.65,3.6,0.334,BRK
RodionsKurucs,D'Angelo Russell,62,14.8,22,0.3,0.95,3.9,0.342,BRK
SpencerDinwiddie,D'Angelo Russell,19,18.95,22,0.25,0.9,5.8,0.352,BRK
D'AngeloRussell,Ed Davis,13,13.45,29,0.3,0.8,3.9,0.1845,BRK
EdDavis,DeMarre Carroll,7,8.45,32,0.25,0.45,1.05,0.171,BRK
SpencerDinwiddie,Joe Harris,14,15.25,27,0.25,0.55,3.5,0.4045,BRK
JaredDudley,Spencer Dinwiddie,16,10.85,25,0.3,0.6,3,0.343,BRK
RodionsKurucs,DeMarre Carroll,5,9.8,32,0.25,0.6,1.05,0.3285,BRK
AllenCrabbe,Spencer Dinwiddie,27,13.2,25,0.3,0.55,2.85,0.3565,BRK
AllenCrabbe,D'Angelo Russell,32,15.35,22,0.25,0.85,4.05,0.3735,BRK
JoeHarris,Spencer Dinwiddie,54,15.25,25,0.25,0.55,3.5,0.4045,BRK
JoeHarris,Jared Dudley,17,9.3,33,0.25,0.55,1.9,0.4125,BRK
JarrettAllen,Spencer Dinwiddie,50,13.85,25,0.9,0.55,3,0.234,BRK
SpencerDinwiddie,Jarrett Allen,9,13.85,20,0.9,0.55,3,0.234,BRK
AllenCrabbe,Jarrett Allen,10,10.25,20,0.9,0.5,1.25,0.2555,BRK
JoeHarris,D'Angelo Russell,148,17.4,22,0.2,0.85,4.7,0.4215,BRK
AllenCrabbe,Joe Harris,14,11.65,27,0.25,0.5,1.75,0.426,BRK
RondaeHollis-Jefferson,Shabazz Napier,11,9.15,27,0.4,0.7,2.1,0.2585,BRK
DeMarreCarroll,Spencer Dinwiddie,43,13.95,25,0.2,0.55,2.95,0.3385,BRK
JoeHarris,Rondae Hollis-Jefferson,13,11.3,24,0.35,0.6,2,0.329,BRK
D'AngeloRussell,DeMarre Carroll,13,16.1,32,0.15,0.85,4.15,0.3555,BRK
ShabazzNapier,Jared Dudley,1,7.15,33,0.3,0.65,2,0.342,BRK
EdDavis,Spencer Dinwiddie,13,11.3,25,0.35,0.5,2.7,0.1675,BRK
DeMarreCarroll,D'Angelo Russell,44,16.1,22,0.15,0.85,4.15,0.3555,BRK
D'AngeloRussell,Shabazz Napier,10,15.25,27,0.25,0.95,4.8,0.351,BRK
RondaeHollis-Jefferson,Spencer Dinwiddie,39,12.85,25,0.4,0.65,3.1,0.2595,BRK
JoeHarris,Jarrett Allen,25,12.3,20,0.85,0.5,1.9,0.3035,BRK
RodionsKurucs,Rondae Hollis-Jefferson,7,8.7,24,0.45,0.7,1.2,0.2495,BRK
EdDavis,Jared Dudley,9,5.35,33,0.35,0.5,1.1,0.1755,BRK
RodionsKurucs,Jared Dudley,4,6.7,33,0.35,0.65,1.1,0.333,BRK
JoeHarris,Shabazz Napier,13,11.55,27,0.25,0.6,2.5,0.4035,BRK
JaredDudley,D'Angelo Russell,28,13,22,0.25,0.9,4.2,0.36,BRK
DeMarreCarroll,Shabazz Napier,27,10.25,27,0.2,0.6,1.95,0.3375,BRK
ShabazzNapier,Spencer Dinwiddie,16,13.1,25,0.3,0.65,3.6,0.334,BRK
EdDavis,Rondae Hollis-Jefferson,7,7.35,24,0.45,0.55,1.2,0.092,BRK
EdDavis,Shabazz Napier,14,7.6,27,0.35,0.55,1.7,0.1665,BRK
D'AngeloRussell,Joe Harris,32,17.4,27,0.2,0.85,4.7,0.4215,BRK
JarrettAllen,Allen Crabbe,7,10.25,26,0.9,0.5,1.25,0.2555,BRK
RondaeHollis-Jefferson,D'Angelo Russell,38,15,22,0.35,0.95,4.3,0.2765,BRK
AllenCrabbe,Rondae Hollis-Jefferson,10,9.25,24,0.4,0.6,1.35,0.281,BRK
RondaeHollis-Jefferson,Allen Crabbe,5,9.25,26,0.4,0.6,1.35,0.281,BRK
SpencerDinwiddie,DeMarre Carroll,5,13.95,32,0.2,0.55,2.95,0.3385,BRK
JaredDudley,Joe Harris,16,9.3,27,0.25,0.55,1.9,0.4125,BRK
SpencerDinwiddie,Ed Davis,10,11.3,29,0.35,0.5,2.7,0.1675,BRK
D'AngeloRussell,Spencer Dinwiddie,16,18.95,25,0.25,0.9,5.8,0.352,BRK
RondaeHollis-Jefferson,DeMarre Carroll,9,10,32,0.3,0.6,1.45,0.263,BRK
JoeHarris,Allen Crabbe,9,11.65,26,0.25,0.5,1.75,0.426,BRK
RodionsKurucs,Shabazz Napier,10,8.95,27,0.35,0.7,1.7,0.324,BRK
DžananMusa,Theo Pinson,2,3.3,23,0,0.25,0.7,0.1805,BRK
KennethFaried,Shabazz Napier,6,7.25,27,0.3,0.45,1.4,0.2665,BRK
SpencerDinwiddie,Rondae Hollis-Jefferson,11,12.85,24,0.4,0.65,3.1,0.2595,BRK
DeMarreCarroll,Ed Davis,9,8.45,29,0.25,0.45,1.05,0.171,BRK
KennethFaried,Theo Pinson,4,4.8,23,0.15,0.25,0.7,0.2305,BRK
TheoPinson,Kenneth Faried,1,4.8,29,0.15,0.25,0.7,0.2305,BRK
JarrettAllen,Shabazz Napier,10,10.15,27,0.9,0.6,2,0.233,BRK
JarrettAllen,Rodions Kurucs,9,9.7,20,0.95,0.6,1.1,0.224,BRK
TreveonGraham,Theo Pinson,2,4.9,23,0.1,0.35,1.1,0.279,BRK
RodionsKurucs,Jarrett Allen,10,9.7,20,0.95,0.6,1.1,0.224,BRK
JaredDudley,DeMarre Carroll,4,8,32,0.2,0.55,1.35,0.3465,BRK
EdDavis,D'Angelo Russell,37,13.45,22,0.3,0.8,3.9,0.1845,BRK
ShabazzNapier,Treveon Graham,3,7.35,25,0.25,0.55,1.8,0.315,BRK
ShabazzNapier,D'Angelo Russell,10,15.25,22,0.25,0.95,4.8,0.351,BRK
KennethFaried,Spencer Dinwiddie,2,10.95,25,0.3,0.4,2.4,0.2675,BRK
TreveonGraham,Alan Williams,1,4.45,26,0.1,0.3,0.8,0.1485,BRK
AlanWilliams,Shabazz Napier,1,6.5,27,0.15,0.45,1.6,0.1665,BRK
AlanWilliams,Theo Pinson,3,4.05,23,0,0.25,0.9,0.1305,BRK
ShabazzNapier,Alan Williams,1,6.5,26,0.15,0.45,1.6,0.1665,BRK
DeMarreCarroll,Jarrett Allen,2,11,20,0.8,0.5,1.35,0.2375,BRK
TreveonGraham,DeMarre Carroll,2,8.2,32,0.15,0.45,1.15,0.3195,BRK
RodionsKurucs,Joe Harris,7,11.1,27,0.3,0.6,1.6,0.3945,BRK
JoeHarris,Rodions Kurucs,11,11.1,20,0.3,0.6,1.6,0.3945,BRK
TreveonGraham,D'Angelo Russell,17,13.2,22,0.2,0.8,4,0.333,BRK
ShabazzNapier,Theo Pinson,4,6.95,23,0.15,0.5,1.9,0.297,BRK
DeMarreCarroll,Theo Pinson,1,7.8,23,0.05,0.4,1.25,0.3015,BRK
KennethFaried,DeMarre Carroll,1,8.1,32,0.2,0.35,0.75,0.271,BRK
KennethFaried,Jared Dudley,1,5,33,0.3,0.4,0.8,0.2755,BRK
KennethFaried,Rodions Kurucs,1,6.8,20,0.35,0.45,0.5,0.2575,BRK
ShabazzNapier,DeMarre Carroll,6,10.25,32,0.2,0.6,1.95,0.3375,BRK
JoeHarris,DeMarre Carroll,17,12.4,32,0.15,0.5,1.85,0.408,BRK
ShabazzNapier,Joe Harris,3,11.55,27,0.25,0.6,2.5,0.4035,BRK
JarrettAllen,Jared Dudley,9,7.9,33,0.9,0.55,1.4,0.242,BRK
D'AngeloRussell,Jared Dudley,13,13,33,0.25,0.9,4.2,0.36,BRK
JaredDudley,Rodions Kurucs,2,6.7,20,0.35,0.65,1.1,0.333,BRK
RodionsKurucs,Treveon Graham,4,6.9,25,0.3,0.55,0.9,0.306,BRK
EdDavis,Treveon Graham,1,5.55,25,0.3,0.4,0.9,0.1485,BRK
D'AngeloRussell,Jarrett Allen,30,16,20,0.85,0.85,4.2,0.251,BRK
CarisLeVert,D'Angelo Russell,23,17.4,22,0.3,1.15,5.45,0.3405,BRK
SpencerDinwiddie,Caris LeVert,13,15.25,24,0.35,0.85,4.25,0.3235,BRK
AllenCrabbe,Shabazz Napier,17,9.5,27,0.3,0.6,1.85,0.3555,BRK
ShabazzNapier,Rondae Hollis-Jefferson,8,9.15,24,0.4,0.7,2.1,0.2585,BRK
CarisLeVert,Jarrett Allen,11,12.3,20,0.95,0.8,2.65,0.2225,BRK
JarrettAllen,Caris LeVert,26,12.3,24,0.95,0.8,2.65,0.2225,BRK
EdDavis,Joe Harris,7,9.75,27,0.3,0.45,1.6,0.237,BRK
SpencerDinwiddie,Jared Dudley,5,10.85,33,0.3,0.6,3,0.343,BRK
RondaeHollis-Jefferson,Jarrett Allen,2,9.9,20,1,0.6,1.5,0.1585,BRK
JoeHarris,Caris LeVert,18,13.7,24,0.3,0.8,3.15,0.393,BRK
AllenCrabbe,Caris LeVert,6,11.65,24,0.35,0.8,2.5,0.345,BRK
D'AngeloRussell,Caris LeVert,30,17.4,24,0.3,1.15,5.45,0.3405,BRK
JaredDudley,Jarrett Allen,7,7.9,20,0.9,0.55,1.4,0.242,BRK
DeMarreCarroll,Rondae Hollis-Jefferson,7,10,24,0.3,0.6,1.45,0.263,BRK
CarisLeVert,Spencer Dinwiddie,7,15.25,25,0.35,0.85,4.25,0.3235,BRK
CarisLeVert,Joe Harris,8,13.7,27,0.3,0.8,3.15,0.393,BRK
JaredDudley,Allen Crabbe,2,7.25,26,0.3,0.55,1.25,0.3645,BRK
CarisLeVert,Jared Dudley,9,9.3,33,0.35,0.85,2.65,0.3315,BRK
RondaeHollis-Jefferson,Caris LeVert,12,11.3,24,0.45,0.9,2.75,0.248,BRK
KennethFaried,Džanan Musa,1,3.6,19,0.15,0.2,0.2,0.15,BRK
AllenCrabbe,Theo Pinson,1,7.05,23,0.15,0.4,1.15,0.3195,BRK
JaredDudley,Caris LeVert,15,9.3,24,0.35,0.85,2.65,0.3315,BRK
KennethFaried,D'Angelo Russell,1,13.1,22,0.25,0.7,3.6,0.2845,BRK
CarisLeVert,Allen Crabbe,3,11.65,26,0.35,0.8,2.5,0.345,BRK
CarisLeVert,Rondae Hollis-Jefferson,3,11.3,24,0.45,0.9,2.75,0.248,BRK
ShabazzNapier,Ed Davis,6,7.6,29,0.35,0.55,1.7,0.1665,BRK
RodionsKurucs,Spencer Dinwiddie,20,12.65,25,0.35,0.65,2.7,0.325,BRK
KennethFaried,Allen Crabbe,1,7.35,26,0.3,0.35,0.65,0.289,BRK
DeMarreCarroll,Joe Harris,14,12.4,27,0.15,0.5,1.85,0.408,BRK
D'AngeloRussell,Rondae Hollis-Jefferson,18,15,24,0.35,0.95,4.3,0.2765,BRK
RondaeHollis-Jefferson,Jared Dudley,3,6.9,33,0.4,0.65,1.5,0.2675,BRK
JaredDudley,Ed Davis,2,5.35,29,0.35,0.5,1.1,0.1755,BRK
TreveonGraham,Caris LeVert,9,9.5,24,0.3,0.75,2.45,0.3045,BRK
DeMarreCarroll,Caris LeVert,12,12.4,24,0.25,0.8,2.6,0.327,BRK
DeMarreCarroll,Treveon Graham,6,8.2,25,0.15,0.45,1.15,0.3195,BRK
CarisLeVert,DeMarre Carroll,3,12.4,32,0.25,0.8,2.6,0.327,BRK
JaredDudley,Rondae Hollis-Jefferson,2,6.9,24,0.4,0.65,1.5,0.2675,BRK
RondaeHollis-Jefferson,Treveon Graham,2,7.1,25,0.35,0.55,1.3,0.2405,BRK
EdDavis,Caris LeVert,8,9.75,24,0.4,0.75,2.35,0.156,BRK
RodionsKurucs,Allen Crabbe,3,9.05,26,0.35,0.6,0.95,0.3465,BRK
TreveonGraham,Ed Davis,1,5.55,29,0.3,0.4,0.9,0.1485,BRK
D'AngeloRussell,Treveon Graham,6,13.2,25,0.2,0.8,4,0.333,BRK
D'AngeloRussell,Rodions Kurucs,6,14.8,20,0.3,0.95,3.9,0.342,BRK
RondaeHollis-Jefferson,Alan Williams,1,6.25,26,0.25,0.45,1.1,0.092,BRK
TheoPinson,Caris LeVert,3,9.1,24,0.2,0.7,2.55,0.2865,BRK
EdDavis,Rodions Kurucs,2,7.15,20,0.4,0.55,0.8,0.1575,BRK
CarisLeVert,Treveon Graham,3,9.5,25,0.3,0.75,2.45,0.3045,BRK
TreveonGraham,Jared Dudley,3,5.1,33,0.25,0.5,1.2,0.324,BRK
CarisLeVert,Ed Davis,1,9.75,29,0.4,0.75,2.35,0.156,BRK
JarrettAllen,DeMarre Carroll,6,11,32,0.8,0.5,1.35,0.2375,BRK
DeMarreCarroll,Rodions Kurucs,2,9.8,20,0.25,0.6,1.05,0.3285,BRK
JoeHarris,Treveon Graham,4,9.5,25,0.2,0.45,1.7,0.3855,BRK
TreveonGraham,Spencer Dinwiddie,8,11.05,25,0.25,0.5,2.8,0.316,BRK
DeMarreCarroll,Jared Dudley,8,8,33,0.2,0.55,1.35,0.3465,BRK
RondaeHollis-Jefferson,Joe Harris,11,11.3,27,0.35,0.6,2,0.329,BRK
ShabazzNapier,Mitch Creek,1,6.6,26,0.15,0.5,1.95,0.1665,BRK
ShabazzNapier,Jarrett Allen,3,10.15,20,0.9,0.6,2,0.233,BRK
TheoPinson,Rondae Hollis-Jefferson,1,6.7,24,0.25,0.5,1.4,0.2225,BRK
TheoPinson,Ed Davis,3,5.15,29,0.2,0.35,1,0.1305,BRK
JarrettAllen,Treveon Graham,3,8.1,25,0.85,0.45,1.2,0.215,BRK
SpencerDinwiddie,Rodions Kurucs,3,12.65,20,0.35,0.65,2.7,0.325,BRK
TreveonGraham,Joe Harris,5,9.5,27,0.2,0.45,1.7,0.3855,BRK
MitchCreek,Shabazz Napier,1,6.6,27,0.15,0.5,1.95,0.1665,BRK
EdDavis,Theo Pinson,2,5.15,23,0.2,0.35,1,0.1305,BRK
TreveonGraham,Shabazz Napier,2,7.35,27,0.25,0.55,1.8,0.315,BRK
AllenCrabbe,Rodions Kurucs,2,9.05,20,0.35,0.6,0.95,0.3465,BRK
RodionsKurucs,Caris LeVert,2,11.1,24,0.4,0.9,2.35,0.3135,BRK
TreveonGraham,Rodions Kurucs,1,6.9,20,0.3,0.55,0.9,0.306,BRK
TheoPinson,Shabazz Napier,1,6.95,27,0.15,0.5,1.9,0.297,BRK
CarisLeVert,Shabazz Napier,1,11.55,27,0.35,0.9,3.25,0.3225,BRK
AllenCrabbe,DeMarre Carroll,7,10.35,32,0.2,0.5,1.2,0.36,BRK
ShabazzNapier,Caris LeVert,2,11.55,24,0.35,0.9,3.25,0.3225,BRK
RondaeHollis-Jefferson,Rodions Kurucs,8,8.7,20,0.45,0.7,1.2,0.2495,BRK
RodionsKurucs,Ed Davis,4,7.15,29,0.4,0.55,0.8,0.1575,BRK
JoeHarris,Ed Davis,5,9.75,29,0.3,0.45,1.6,0.237,BRK
D'AngeloRussell,Allen Crabbe,3,15.35,26,0.25,0.85,4.05,0.3735,BRK
JaredDudley,Kenneth Faried,1,5,29,0.3,0.4,0.8,0.2755,BRK
SpencerDinwiddie,Allen Crabbe,2,13.2,26,0.3,0.55,2.85,0.3565,BRK
DžananMusa,Shabazz Napier,3,5.75,27,0.15,0.45,1.4,0.2165,BRK
AllenCrabbe,Ed Davis,5,7.7,29,0.35,0.45,0.95,0.189,BRK
ShabazzNapier,Allen Crabbe,1,9.5,26,0.3,0.6,1.85,0.3555,BRK
DeMarreCarroll,Allen Crabbe,2,10.35,26,0.2,0.5,1.2,0.36,BRK
ShabazzNapier,Rodions Kurucs,1,8.95,20,0.35,0.7,1.7,0.324,BRK
RondaeHollis-Jefferson,Theo Pinson,2,6.7,23,0.25,0.5,1.4,0.2225,BRK
TahjereMcCall,Rondae Hollis-Jefferson,1,6.45,24,0.25,0.35,0.8,0.092,BRK
TahjereMcCall,Jared Dudley,1,4.45,33,0.15,0.3,0.7,0.1755,BRK
ShabazzNapier,Džanan Musa,1,5.75,19,0.15,0.45,1.4,0.2165,BRK
AlanWilliams,Rondae Hollis-Jefferson,1,6.25,24,0.25,0.45,1.1,0.092,BRK
TreveonGraham,Jarrett Allen,1,8.1,20,0.85,0.45,1.2,0.215,BRK
TheoPinson,Joe Harris,2,9.1,27,0.1,0.4,1.8,0.3675,BRK
SpencerDinwiddie,Treveon Graham,2,11.05,25,0.25,0.5,2.8,0.316,BRK
RondaeHollis-Jefferson,Ed Davis,2,7.35,29,0.45,0.55,1.2,0.092,BRK
TheoPinson,Mitch Creek,2,4.15,26,0,0.3,1.25,0.1305,BRK
TreveonGraham,Allen Crabbe,3,7.45,26,0.25,0.45,1.05,0.3375,BRK
DžananMusa,Rodions Kurucs,1,5.3,20,0.2,0.45,0.5,0.2075,BRK
DžananMusa,Mitch Creek,1,2.95,26,0,0.25,0.75,0.05,BRK
AlanWilliams,Mitch Creek,1,3.7,26,0,0.25,0.95,0,BRK
MitchCreek,Rodions Kurucs,3,6.15,20,0.2,0.5,1.05,0.1575,BRK
WayneSelden,Otto Porter,2,10.4,25,0.4,0.95,1.8,0.361,CHI
WayneSelden,Otto Porter,2,12.75,25,0.4,0.85,2.2,0.4015,CHI
OttoPorter,Lauri Markkanen,8,18.1,21,0.6,0.95,2.05,0.4245,CHI
LauriMarkkanen,Zach LaVine,49,21.2,23,0.5,0.85,2.95,0.3675,CHI
CristianoFelício,Antonio Blakeney,3,5.65,22,0.15,0.2,0.65,0.198,CHI
RobinLopez,Ryan Arcidiacono,24,8.1,24,0.55,0.45,2.25,0.2995,CHI
LauriMarkkanen,Ryan Arcidiacono,32,12.7,24,0.3,0.75,2.35,0.367,CHI
OttoPorter,Zach LaVine,12,20.6,23,0.5,1.1,3.6,0.431,CHI
OttoPorter,Ryan Arcidiacono,11,12.1,24,0.3,1,3,0.4305,CHI
ZachLaVine,Otto Porter,13,20.6,25,0.5,1.1,3.6,0.431,CHI
RobinLopez,Lauri Markkanen,9,14.1,21,0.85,0.4,1.3,0.2935,CHI
LauriMarkkanen,Otto Porter,9,18.1,25,0.6,0.95,2.05,0.4245,CHI
RyanArcidiacono,Lauri Markkanen,7,12.7,21,0.3,0.75,2.35,0.367,CHI
ZachLaVine,Robin Lopez,26,16.6,30,0.75,0.55,2.85,0.3,CHI
RobinLopez,Zach LaVine,56,16.6,23,0.75,0.55,2.85,0.3,CHI
RobinLopez,Shaquille Harrison,16,8,25,0.75,0.65,1.55,0.248,CHI
ZachLaVine,Kris Dunn,42,17.5,24,0.45,1.25,5.25,0.364,CHI
ShaquilleHarrison,Wayne Selden,6,7.25,24,0.3,0.85,1.8,0.2925,CHI
CristianoFelício,Ryan Arcidiacono,13,5.35,24,0.05,0.5,1.95,0.1865,CHI
RobinLopez,Kris Dunn,21,10.4,24,0.8,0.8,3.6,0.29,CHI
LauriMarkkanen,Robin Lopez,12,14.1,30,0.85,0.4,1.3,0.2935,CHI
LauriMarkkanen,Kris Dunn,83,15,24,0.55,1.1,3.7,0.3575,CHI
ZachLaVine,Ryan Arcidiacono,24,15.2,24,0.2,0.9,3.9,0.3735,CHI
TimothéLuwawu-Cabarrot,Ryan Arcidiacono,9,6.75,24,0.1,0.65,2.05,0.3515,CHI
RyanArcidiacono,Shaquille Harrison,9,6.6,25,0.2,1,2.6,0.3215,CHI
OttoPorter,Kris Dunn,21,14.4,24,0.55,1.35,4.35,0.421,CHI
RobinLopez,Otto Porter,13,13.5,25,0.85,0.65,1.95,0.357,CHI
ZachLaVine,Lauri Markkanen,11,21.2,21,0.5,0.85,2.95,0.3675,CHI
TimothéLuwawu-Cabarrot,Andrew Harrison,13,3.9,24,0.15,0.3,0.95,0.255,CHI
TimothéLuwawu-Cabarrot,Shaquille Harrison,13,6.65,25,0.3,0.85,1.35,0.3,CHI
OttoPorter,Robin Lopez,3,13.5,30,0.85,0.65,1.95,0.357,CHI
ShaquilleHarrison,Ryan Arcidiacono,11,6.6,24,0.2,1,2.6,0.3215,CHI
WayneSelden,Zach LaVine,5,15.85,23,0.3,0.75,3.1,0.3445,CHI
AntonioBlakeney,Timothé Luwawu-Cabarrot,1,7.05,23,0.2,0.35,0.75,0.363,CHI
ShaquilleHarrison,Kris Dunn,5,8.9,24,0.45,1.35,3.95,0.312,CHI
LauriMarkkanen,Shaquille Harrison,11,12.6,25,0.5,0.95,1.65,0.3155,CHI
TimothéLuwawu-Cabarrot,Robin Lopez,3,8.15,30,0.65,0.3,1,0.278,CHI
TimothéLuwawu-Cabarrot,Zach LaVine,6,15.25,23,0.3,0.75,2.65,0.352,CHI
RobinLopez,Wayne Selden,9,8.75,24,0.65,0.3,1.45,0.2705,CHI
CristianoFelício,Shaquille Harrison,16,5.25,25,0.25,0.7,1.25,0.135,CHI
RyanArcidiacono,Wayne Selden,10,7.35,24,0.1,0.65,2.5,0.344,CHI
WayneSelden,Cristiano Felício,4,6,26,0.15,0.35,1.15,0.1575,CHI
AntonioBlakeney,Cristiano Felício,8,5.65,26,0.15,0.2,0.65,0.198,CHI
WayneSelden,Kris Dunn,14,9.65,24,0.35,1,3.85,0.3345,CHI
WayneSelden,Lauri Markkanen,4,13.35,21,0.4,0.6,1.55,0.338,CHI
AntonioBlakeney,Lauri Markkanen,4,13,21,0.4,0.45,1.05,0.3785,CHI
AntonioBlakeney,Shaquille Harrison,19,6.9,25,0.3,0.7,1.3,0.333,CHI
LauriMarkkanen,Antonio Blakeney,2,13,22,0.4,0.45,1.05,0.3785,CHI
RobinLopez,Timothé Luwawu-Cabarrot,6,8.15,23,0.65,0.3,1,0.278,CHI
WayneSelden,Andrew Harrison,12,5.05,24,0.15,0.3,1.45,0.258,CHI
WayneSelden,Andrew Harrison,12,3.7,24,0.1,0.15,0.55,0.1585,CHI
WayneSelden,Shaquille Harrison,12,7.25,25,0.3,0.85,1.8,0.2925,CHI
LauriMarkkanen,Timothé Luwawu-Cabarrot,2,12.75,23,0.4,0.6,1.1,0.3455,CHI
LauriMarkkanen,Wayne Selden,11,13.35,24,0.4,0.6,1.55,0.338,CHI
AntonioBlakeney,Wayne Selden,2,7.65,24,0.2,0.35,1.2,0.3555,CHI
LauriMarkkanen,Cristiano Felício,1,11.35,26,0.35,0.45,1,0.1805,CHI
WayneSelden,Antonio Blakeney,5,7.65,22,0.2,0.35,1.2,0.3555,CHI
CristianoFelício,Wayne Selden,4,6,24,0.15,0.35,1.15,0.1575,CHI
TimothéLuwawu-Cabarrot,Wayne Selden,4,5.75,24,0.2,0.4,1,0.313,CHI
TimothéLuwawu-Cabarrot,Wayne Selden,4,7.4,24,0.2,0.5,1.25,0.3225,CHI
TimothéLuwawu-Cabarrot,Lauri Markkanen,1,12.75,21,0.4,0.6,1.1,0.3455,CHI
JabariParker,Kris Dunn,5,12.8,24,0.45,1.05,4.1,0.3395,CHI
WayneSelden,Chandler Hutchison,1,6.6,22,0.15,0.5,1.25,0.2975,CHI
RyanArcidiacono,Jabari Parker,23,10.5,23,0.2,0.7,2.75,0.349,CHI
BobbyPortis,Kris Dunn,20,12.7,24,0.45,1,3.65,0.3645,CHI
ZachLaVine,Chandler Hutchison,10,14.45,22,0.25,0.75,2.65,0.327,CHI
ChandlerHutchison,Kris Dunn,14,8.25,24,0.3,1,3.4,0.317,CHI
LauriMarkkanen,Bobby Portis,2,16.4,23,0.5,0.6,1.35,0.368,CHI
AntonioBlakeney,Jabari Parker,5,10.8,23,0.3,0.4,1.45,0.3605,CHI
JabariParker,Bobby Portis,2,14.35,23,0.45,0.7,1.9,0.353,CHI
JabariParker,Bobby Portis,2,14.2,23,0.4,0.55,1.75,0.35,CHI
JabariParker,Bobby Portis,2,14.65,23,0.5,0.9,2.1,0.3495,CHI
JabariParker,Antonio Blakeney,2,10.8,22,0.3,0.4,1.45,0.3605,CHI
BobbyPortis,Wayne Selden,6,10.55,24,0.3,0.55,1.45,0.3545,CHI
BobbyPortis,Wayne Selden,6,11.05,24,0.3,0.5,1.5,0.345,CHI
JabariParker,Zach LaVine,23,19,23,0.4,0.8,3.35,0.3495,CHI
KrisDunn,Jabari Parker,3,12.8,23,0.45,1.05,4.1,0.3395,CHI
WayneSelden,Ryan Arcidiacono,15,7.35,24,0.1,0.65,2.5,0.344,CHI
RobinLopez,Chandler Hutchison,1,7.35,22,0.6,0.3,1,0.253,CHI
